"employee_id";"salary_id";"name";"department"
"5551";"5551";"Sr. Tertuliano Carvalho";"Industrial"
"5552";"5552";"Sr. Júlio César Carvalho";"Bebê"
"5553";"5553";"Sara Nogueira";"Filmes"
"5554";"5554";"Marina Pereira Neto";"Saúde"
"5555";"5555";"Giovanna Barros";"Esportes"
"5556";"5556";"Elísio Santos";"Computadores"
"5557";"5557";"Natália Franco";"Saúde"
"5558";"5558";"Danilo Xavier";"Brinquedos"
"5559";"5559";"Maria Helena Costa";"Automotivo"
"5560";"5560";"Eduardo Barros";"Jóias"
"5561";"5561";"Marcelo Macedo";"Computadores"
"5562";"5562";"Antonella Costa";"Esportes"
"5563";"5563";"Dalila Costa";"Casa"
"5564";"5564";"Yango Carvalho";"Crianças"
"5565";"5565";"Melissa Pereira";"Filmes"
"5566";"5566";"Lorena Melo";"Casa"
"5567";"5567";"Maria Cecília Xavier";"Livros"
"5568";"5568";"Benjamin Macedo Neto";"Turismo"
"5569";"5569";"Yasmin Barros";"Beleza"
"5570";"5570";"Sílvia Melo";"Jogos"
"5571";"5571";"Dr. Tertuliano Santos";"Jardim"
"5572";"5572";"João Miguel Oliveira";"Jogos"
"5573";"5573";"Gael Souza";"Filmes"
"5574";"5574";"Alessandro Nogueira";"Brinquedos"
"5575";"5575";"Sr. João Pedro Moraes";"Turismo"
"5576";"5576";"Lavínia Melo";"Automotivo"
"5577";"5577";"Rafaela Carvalho";"Brinquedos"
"5578";"5578";"Sirineu Reis";"Saúde"
"5579";"5579";"Leonardo Reis";"Computadores"
"5580";"5580";"Sr. Gael Silva";"Jogos"
"5581";"5581";"Washington Souza";"Música"
"5582";"5582";"Lorena Oliveira";"Esportes"
"5583";"5583";"Lavínia Santos";"Casa"
"5584";"5584";"Samuel Costa";"Beleza"
"5585";"5585";"Maria Alice Melo";"Jardim"
"5586";"5586";"Júlio Franco";"Beleza"
"5587";"5587";"Heloísa Costa";"Casa"
"5588";"5588";"Maria Luiza Braga";"Crianças"
"5589";"5589";"Gael Carvalho";"Crianças"
"5590";"5590";"Srta. Alessandra Carvalho";"Jóias"
"5591";"5591";"Isabella Braga";"Saúde"
"5592";"5592";"Davi Lucca Carvalho";"Casa"
"5593";"5593";"Maitê Oliveira";"Saúde"
"5594";"5594";"Rafaela Franco";"Crianças"
"5595";"5595";"Giovanna Nogueira";"Beleza"
"5596";"5596";"Yasmin Batista";"Jardim"
"5597";"5597";"Suélen Nogueira";"Eletrônicos"
"5598";"5598";"Lavínia Martins";"Sapatos"
"5599";"5599";"Marina Batista";"Livros"
"5600";"5600";"Marcelo Reis";"Computadores"
"5601";"5601";"Leonardo Carvalho";"Beleza"
"5602";"5602";"Lorenzo Macedo";"Roupas"
"5603";"5603";"Gustavo Saraiva";"Jogos"
"5604";"5604";"Lucas Melo Jr.";"Filmes"
"5605";"5605";"Beatriz Albuquerque";"Roupas"
"5606";"5606";"Júlio Silva";"Crianças"
"5607";"5607";"Fábio Nogueira";"Industrial"
"5608";"5608";"Calebe Oliveira";"Bebê"
"5609";"5609";"Isabelly Silva";"Esportes"
"5610";"5610";"Miguel Macedo";"Automotivo"
"5611";"5611";"Maria Helena Carvalho";"Mercearia"
"5612";"5612";"Ricardo Melo";"Ferramentas"
"5613";"5613";"Maria Helena Silva";"Computadores"
"5614";"5614";"Isabela Nogueira";"Filmes"
"5615";"5615";"Dra. Elisa Souza";"Casa"
"5616";"5616";"Anthony Xavier";"Jóias"
"5617";"5617";"Emanuelly Melo";"Filmes"
"5618";"5618";"Sra. Isabel Xavier";"Jardim"
"5619";"5619";"Júlia Silva";"Saúde"
"5620";"5620";"Silas Melo";"Ferramentas"
"5621";"5621";"Fabrícia Moreira";"Sapatos"
"5622";"5622";"Sra. Karla Nogueira";"Música"
"5623";"5623";"Lorena Moraes";"Saúde"
"5624";"5624";"Paulo Moreira";"Computadores"
"5625";"5625";"Márcia Moraes";"Bebê"
"5626";"5626";"Dr. Fabiano Oliveira";"Livros"
"5627";"5627";"Bryan Santos";"Esportes"
"5628";"5628";"Mariana Nogueira";"Jardim"
"5629";"5629";"Yasmin Xavier";"Ferramentas"
"5630";"5630";"Beatriz Melo Jr.";"Ferramentas"
"5631";"5631";"Sr. Guilherme Moreira";"Esportes"
"5632";"5632";"Antônio Silva";"Beleza"
"5633";"5633";"Fabrício Macedo";"Jardim"
"5634";"5634";"Anthony Costa";"Roupas"
"5635";"5635";"Yuri Xavier";"Jardim"
"5636";"5636";"Davi Lucca Moraes Neto";"Industrial"
"5637";"5637";"Sr. Vicente Martins";"Bebê"
"5638";"5638";"Marcos Batista";"Filmes"
"5639";"5639";"Maria Eduarda Franco";"Turismo"
"5640";"5640";"Rafael Nogueira Neto";"Jogos"
"5641";"5641";"Rebeca Reis";"Jogos"
"5642";"5642";"Rebeca Braga";"Música"
"5643";"5643";"Sarah Melo";"Jardim"
"5644";"5644";"Melissa Barros";"Turismo"
"5645";"5645";"Ana Clara Souza";"Turismo"
"5646";"5646";"Elísio Martins";"Automotivo"
"5647";"5647";"Isabel Silva";"Livros"
"5648";"5648";"Lorena Xavier";"Automotivo"
"5649";"5649";"Paulo Moreira";"Turismo"
"5650";"5650";"Mércia Costa Jr.";"Jogos"
"5651";"5651";"Caio Costa";"Sapatos"
"5652";"5652";"Maria Cecília Moraes";"Esportes"
"5653";"5653";"Frederico Oliveira";"Música"
"5654";"5654";"Dr. Daniel Carvalho";"Bebê"
"5655";"5655";"Joana Xavier Neto";"Brinquedos"
"5656";"5656";"Dalila Saraiva";"Crianças"
"5657";"5657";"Alessandra Braga";"Casa"
"5658";"5658";"Maitê Reis";"Automotivo"
"5659";"5659";"Raul Macedo";"Crianças"
"5660";"5660";"Laura Reis";"Mercearia"
"5661";"5661";"Danilo Macedo Jr.";"Industrial"
"5662";"5662";"Célia Franco";"Beleza"
"5663";"5663";"Marina Braga";"Saúde"
"5664";"5664";"João Pedro Barros";"Jogos"
"5665";"5665";"Marcos Macedo";"Filmes"
"5666";"5666";"Helena Batista";"Esportes"
"5667";"5667";"Dr. Hugo Silva";"Automotivo"
"5668";"5668";"Isabella Xavier";"Crianças"
"5669";"5669";"Luiza Braga";"Automotivo"
"5670";"5670";"Cauã Nogueira Filho";"Brinquedos"
"5671";"5671";"Ricardo Batista";"Livros"
"5672";"5672";"Sara Costa";"Casa"
"5673";"5673";"Benício Pereira";"Turismo"
"5674";"5674";"Nataniel Batista";"Bebê"
"5675";"5675";"Félix Nogueira";"Automotivo"
"5676";"5676";"Isabella Barros";"Livros"
"5677";"5677";"Nataniel Martins";"Roupas"
"5678";"5678";"Alessandro Franco";"Jóias"
"5679";"5679";"Noah Nogueira";"Esportes"
"5680";"5680";"Carla Carvalho";"Casa"
"5681";"5681";"Fábio Macedo";"Mercearia"
"5682";"5682";"Lorena Macedo";"Automotivo"
"5683";"5683";"Vitória Franco";"Jardim"
"5684";"5684";"Manuela Silva";"Jóias"
"5685";"5685";"Calebe Braga";"Computadores"
"5686";"5686";"Gael Reis";"Bebê"
"5687";"5687";"Raul Barros";"Computadores"
"5688";"5688";"Rafael Oliveira";"Brinquedos"
"5689";"5689";"Marcelo Silva";"Música"
"5690";"5690";"Rafael Martins";"Crianças"
"5691";"5691";"Janaína Pereira";"Jogos"
"5692";"5692";"Vicente Carvalho Jr.";"Jogos"
"5693";"5693";"Talita Saraiva";"Industrial"
"5694";"5694";"Isaac Barros";"Livros"
"5695";"5695";"Arthur Carvalho";"Filmes"
"5696";"5696";"Júlio César Moreira";"Brinquedos"
"5697";"5697";"Benjamin Franco";"Turismo"
"5698";"5698";"Janaína Albuquerque";"Saúde"
"5699";"5699";"Warley Macedo";"Computadores"
"5700";"5700";"Samuel Melo";"Jogos"
"5701";"5701";"Eduarda Pereira";"Brinquedos"
"5702";"5702";"Maria Cecília Souza";"Música"
"5703";"5703";"Lavínia Silva";"Filmes"
"5704";"5704";"Felipe Braga";"Mercearia"
"5705";"5705";"Isabel Franco";"Jóias"
"5706";"5706";"Marli Pereira";"Saúde"
"5707";"5707";"Sra. Lorena Braga";"Esportes"
"5708";"5708";"Lívia Moraes";"Jardim"
"5709";"5709";"Dra. Clara Martins";"Brinquedos"
"5710";"5710";"Víctor Franco Filho";"Jóias"
"5711";"5711";"Marcos Saraiva";"Filmes"
"5712";"5712";"Silas Moreira";"Livros"
"5713";"5713";"Felipe Nogueira";"Computadores"
"5714";"5714";"Fabiano Xavier";"Bebê"
"5715";"5715";"Marcelo Carvalho";"Eletrônicos"
"5716";"5716";"Enzo Gabriel Xavier Filho";"Casa"
"5717";"5717";"Ricardo Silva";"Música"
"5718";"5718";"Karla Carvalho";"Crianças"
"5719";"5719";"Maria Clara Nogueira";"Crianças"
"5720";"5720";"Hélio Reis";"Jardim"
"5721";"5721";"Pedro Henrique Moraes Jr.";"Jóias"
"5722";"5722";"Alícia Moreira";"Automotivo"
"5723";"5723";"Natália Franco Neto";"Filmes"
"5724";"5724";"Davi Pereira";"Saúde"
"5725";"5725";"Davi Lucca Costa Jr.";"Jóias"
"5726";"5726";"Sr. Danilo Silva";"Mercearia"
"5727";"5727";"Raul Pereira";"Beleza"
"5728";"5728";"Yasmin Moraes Jr.";"Brinquedos"
"5729";"5729";"Margarida Oliveira Neto";"Industrial"
"5730";"5730";"Leonardo Melo";"Livros"
"5731";"5731";"Norberto Braga Neto";"Música"
"5732";"5732";"Benjamin Moreira";"Computadores"
"5733";"5733";"Dr. Vicente Albuquerque";"Sapatos"
"5734";"5734";"Joana Albuquerque";"Computadores"
"5735";"5735";"Murilo Oliveira";"Automotivo"
"5736";"5736";"Roberta Carvalho";"Computadores"
"5737";"5737";"Sra. Talita Albuquerque";"Sapatos"
"5738";"5738";"Benjamin Braga";"Crianças"
"5739";"5739";"Dra. Isis Saraiva";"Sapatos"
"5740";"5740";"Melissa Nogueira";"Computadores"
"5741";"5741";"Lucca Silva";"Saúde"
"5742";"5742";"Roberta Barros";"Brinquedos"
"5743";"5743";"Feliciano Macedo";"Automotivo"
"5744";"5744";"Elisa Batista";"Ferramentas"
"5745";"5745";"Dalila Souza";"Bebê"
"5746";"5746";"Salvador Barros";"Brinquedos"
"5747";"5747";"César Oliveira";"Crianças"
"5748";"5748";"Dr. Paulo Saraiva";"Casa"
"5749";"5749";"Alice Carvalho";"Eletrônicos"
"5750";"5750";"Dra. Eloá Reis";"Roupas"
"5751";"5751";"Tertuliano Reis";"Jogos"
"5752";"5752";"Gúbio Albuquerque";"Brinquedos"
"5753";"5753";"Ana Laura Martins";"Brinquedos"
"5754";"5754";"Raul Saraiva";"Sapatos"
"5755";"5755";"Carla Santos";"Sapatos"
"5756";"5756";"Felícia Braga";"Mercearia"
"5757";"5757";"Roberta Oliveira";"Saúde"
"5758";"5758";"Breno Nogueira";"Esportes"
"5759";"5759";"Eduarda Xavier";"Sapatos"
"5760";"5760";"Marina Melo";"Jóias"
"5761";"5761";"Maria Helena Melo";"Esportes"
"5762";"5762";"Helena Silva";"Automotivo"
"5763";"5763";"Helena Silva";"Ferramentas"
"5764";"5764";"Sr. Fábio Oliveira";"Música"
"5765";"5765";"Isis Souza";"Sapatos"
"5766";"5766";"Suélen Souza";"Sapatos"
"5767";"5767";"Pietro Costa Filho";"Eletrônicos"
"5768";"5768";"Dr. Davi Lucca Franco";"Livros"
"5769";"5769";"Sr. Gúbio Saraiva";"Jardim"
"5770";"5770";"Júlia Moraes";"Jardim"
"5771";"5771";"Júlia Barros";"Eletrônicos"
"5772";"5772";"Bryan Martins";"Crianças"
"5773";"5773";"Vitor Melo";"Esportes"
"5774";"5774";"Caio Saraiva";"Roupas"
"5775";"5775";"Gustavo Moreira";"Esportes"
"5776";"5776";"Murilo Martins";"Jóias"
"5777";"5777";"Maria Cecília Pereira";"Turismo"
"5778";"5778";"Elísio Moraes Neto";"Filmes"
"5779";"5779";"Norberto Costa";"Livros"
"5780";"5780";"Isabelly Pereira";"Música"
"5781";"5781";"Sr. Calebe Saraiva";"Roupas"
"5782";"5782";"Lara Batista";"Brinquedos"
"5783";"5783";"Gael Reis";"Eletrônicos"
"5784";"5784";"Raul Silva";"Jóias"
"5785";"5785";"Ana Laura Oliveira";"Sapatos"
"5786";"5786";"Nicolas Nogueira";"Crianças"
"5787";"5787";"Mariana Melo";"Saúde"
"5788";"5788";"Dra. Mariana Saraiva";"Automotivo"
"5789";"5789";"Guilherme Santos";"Música"
"5790";"5790";"Benício Costa";"Roupas"
"5791";"5791";"Srta. Aline Macedo";"Jóias"
"5792";"5792";"Gúbio Santos";"Computadores"
"5793";"5793";"Félix Souza";"Roupas"
"5794";"5794";"Feliciano Souza";"Mercearia"
"5795";"5795";"Yasmin Xavier";"Automotivo"
"5796";"5796";"Sophia Moreira";"Brinquedos"
"5797";"5797";"Lorenzo Pereira";"Jogos"
"5798";"5798";"Ladislau Oliveira Neto";"Beleza"
"5799";"5799";"Bernardo Reis";"Jóias"
"5800";"5800";"Warley Santos";"Bebê"
"5801";"5801";"Marli Carvalho";"Jogos"
"5802";"5802";"João Miguel Moraes";"Saúde"
"5803";"5803";"Washington Moraes Jr.";"Jóias"
"5804";"5804";"Suélen Oliveira Jr.";"Esportes"
"5805";"5805";"Fabrício Costa";"Filmes"
"5806";"5806";"Marcelo Pereira";"Livros"
"5807";"5807";"Mércia Albuquerque";"Bebê"
"5808";"5808";"Sílvia Reis";"Ferramentas"
"5809";"5809";"Srta. Morgana Moraes";"Esportes"
"5810";"5810";"Gabriel Costa";"Mercearia"
"5811";"5811";"Norberto Albuquerque";"Sapatos"
"5812";"5812";"Lara Martins";"Filmes"
"5813";"5813";"Sr. Leonardo Franco";"Esportes"
"5814";"5814";"Maria Eduarda Batista";"Industrial"
"5815";"5815";"Margarida Melo";"Esportes"
"5816";"5816";"Marcela Barros";"Industrial"
"5817";"5817";"Lorenzo Pereira";"Filmes"
"5818";"5818";"Henrique Melo";"Bebê"
"5819";"5819";"Mariana Moreira";"Jogos"
"5820";"5820";"Enzo Gabriel Saraiva";"Roupas"
"5821";"5821";"Srta. Helena Franco";"Esportes"
"5822";"5822";"Matheus Braga";"Esportes"
"5823";"5823";"Norberto Santos";"Turismo"
"5824";"5824";"Davi Carvalho";"Mercearia"
"5825";"5825";"Heloísa Macedo";"Mercearia"
"5826";"5826";"Clara Melo";"Ferramentas"
"5827";"5827";"Núbia Franco Jr.";"Brinquedos"
"5828";"5828";"Dr. Calebe Braga";"Filmes"
"5829";"5829";"Frederico Moreira";"Crianças"
"5830";"5830";"Alice Oliveira";"Saúde"
"5831";"5831";"Hugo Reis";"Sapatos"
"5832";"5832";"Karla Saraiva";"Industrial"
"5833";"5833";"Ladislau Oliveira";"Sapatos"
"5834";"5834";"Emanuelly Reis";"Jóias"
"5835";"5835";"Emanuelly Macedo";"Esportes"
"5836";"5836";"Sophia Braga";"Esportes"
"5837";"5837";"Hugo Souza";"Automotivo"
"5838";"5838";"Isabela Costa Neto";"Saúde"
"5839";"5839";"Sra. Lorraine Nogueira";"Bebê"
"5840";"5840";"Raul Macedo";"Roupas"
"5841";"5841";"Enzo Carvalho";"Mercearia"
"5842";"5842";"Noah Santos";"Filmes"
"5843";"5843";"Pedro Silva";"Automotivo"
"5844";"5844";"Márcia Franco";"Saúde"
"5845";"5845";"Isabela Santos";"Casa"
"5846";"5846";"Raul Silva";"Música"
"5847";"5847";"Helena Franco";"Computadores"
"5848";"5848";"Caio Oliveira";"Beleza"
"5849";"5849";"Maria Clara Braga";"Crianças"
"5850";"5850";"Eloá Batista";"Jogos"
"5851";"5851";"Alexandre Albuquerque";"Industrial"
"5852";"5852";"Silas Albuquerque";"Crianças"
"5853";"5853";"Mariana Silva";"Jóias"
"5854";"5854";"João Souza";"Ferramentas"
"5855";"5855";"João Lucas Reis";"Filmes"
"5856";"5856";"Maria Cecília Reis";"Livros"
"5857";"5857";"João Pedro Souza";"Mercearia"
"5858";"5858";"Dra. Maria Saraiva";"Computadores"
"5859";"5859";"Sílvia Batista";"Roupas"
"5860";"5860";"Vicente Moreira Filho";"Jóias"
"5861";"5861";"Laura Macedo Filho";"Música"
"5862";"5862";"Sílvia Barros";"Livros"
"5863";"5863";"Isabel Carvalho";"Crianças"
"5864";"5864";"Sra. Isabella Reis";"Turismo"
"5865";"5865";"Paula Silva";"Roupas"
"5866";"5866";"Maria Júlia Barros";"Industrial"
"5867";"5867";"Hugo Pereira";"Beleza"
"5868";"5868";"Gabriel Braga";"Bebê"
"5869";"5869";"Isabella Franco";"Sapatos"
"5870";"5870";"Eduardo Albuquerque";"Crianças"
"5871";"5871";"Yago Carvalho";"Crianças"
"5872";"5872";"Marcelo Oliveira";"Mercearia"
"5873";"5873";"Ofélia Nogueira";"Filmes"
"5874";"5874";"Bernardo Xavier";"Casa"
"5875";"5875";"Maria Júlia Souza";"Roupas"
"5876";"5876";"Davi Souza";"Sapatos"
"5877";"5877";"Maria Cecília Martins";"Ferramentas"
"5878";"5878";"Elísio Pereira";"Beleza"
"5879";"5879";"Meire Carvalho";"Mercearia"
"5880";"5880";"Hugo Souza";"Saúde"
"5881";"5881";"Cecília Oliveira";"Jogos"
"5882";"5882";"Fabiano Reis";"Jardim"
"5883";"5883";"Sr. João Lucas Carvalho";"Eletrônicos"
"5884";"5884";"Tertuliano Moreira";"Brinquedos"
"5885";"5885";"Henrique Xavier";"Eletrônicos"
"5886";"5886";"Dra. Isabel Costa";"Eletrônicos"
"5887";"5887";"Miguel Oliveira";"Mercearia"
"5888";"5888";"Davi Lucca Nogueira";"Jardim"
"5889";"5889";"Emanuel Souza";"Roupas"
"5890";"5890";"Dr. Marcelo Moraes";"Computadores"
"5891";"5891";"Pietro Saraiva";"Industrial"
"5892";"5892";"Talita Melo";"Beleza"
"5893";"5893";"Washington Nogueira";"Ferramentas"
"5894";"5894";"Talita Reis";"Bebê"
"5895";"5895";"João Miguel Costa";"Música"
"5896";"5896";"Clara Oliveira";"Jogos"
"5897";"5897";"Margarida Braga";"Livros"
"5898";"5898";"Frederico Silva";"Jóias"
"5899";"5899";"Sr. Salvador Souza";"Livros"
"5900";"5900";"Eduardo Macedo";"Automotivo"
"5901";"5901";"Tertuliano Braga";"Jardim"
"5902";"5902";"Feliciano Carvalho";"Livros"
"5903";"5903";"Isabel Franco";"Industrial"
"5904";"5904";"Heitor Braga";"Jardim"
"5905";"5905";"Silas Saraiva";"Casa"
"5906";"5906";"Vicente Souza";"Saúde"
"5907";"5907";"Carla Franco";"Mercearia"
"5908";"5908";"Gael Pereira";"Livros"
"5909";"5909";"Pablo Franco";"Mercearia"
"5910";"5910";"Sr. Yuri Reis";"Ferramentas"
"5911";"5911";"Marcela Braga";"Crianças"
"5912";"5912";"Marina Costa";"Casa"
"5913";"5913";"Fabrício Souza";"Turismo"
"5914";"5914";"Dr. Pedro Henrique Saraiva";"Casa"
"5915";"5915";"João Pedro Xavier";"Mercearia"
"5916";"5916";"Dra. Lorena Braga";"Esportes"
"5917";"5917";"Enzo Macedo";"Mercearia"
"5918";"5918";"Ana Clara Batista";"Crianças"
"5919";"5919";"Isabela Barros";"Automotivo"
"5920";"5920";"Sirineu Carvalho Filho";"Ferramentas"
"5921";"5921";"Margarida Xavier";"Livros"
"5922";"5922";"Sra. Maria Helena Souza";"Crianças"
"5923";"5923";"Lucca Moreira";"Filmes"
"5924";"5924";"César Barros";"Bebê"
"5925";"5925";"Margarida Santos";"Brinquedos"
"5926";"5926";"Heloísa Barros";"Esportes"
"5927";"5927";"Lorena Souza";"Automotivo"
"5928";"5928";"Nicolas Moreira";"Música"
"5929";"5929";"Calebe Costa";"Bebê"
"5930";"5930";"Maria Luiza Xavier";"Turismo"
"5931";"5931";"Raul Xavier";"Jóias"
"5932";"5932";"Janaína Santos";"Industrial"
"5933";"5933";"Luiza Xavier";"Computadores"
"5934";"5934";"Alexandre Moraes Jr.";"Jardim"
"5935";"5935";"Sr. Júlio César Braga";"Jóias"
"5936";"5936";"Théo Martins";"Brinquedos"
"5937";"5937";"Lucas Martins";"Jóias"
"5938";"5938";"Maria Alice Braga";"Jóias"
"5939";"5939";"Vitor Braga Neto";"Casa"
"5940";"5940";"Lorraine Barros";"Música"
"5941";"5941";"Fabrícia Moraes";"Livros"
"5942";"5942";"Felícia Pereira";"Turismo"
"5943";"5943";"Ana Laura Moraes";"Brinquedos"
"5944";"5944";"Murilo Souza";"Brinquedos"
"5945";"5945";"Benjamin Franco";"Livros"
"5946";"5946";"João Miguel Reis";"Jogos"
"5947";"5947";"Lucca Braga";"Crianças"
"5948";"5948";"Gael Silva";"Eletrônicos"
"5949";"5949";"Ana Luiza Braga";"Computadores"
"5950";"5950";"Esther Macedo";"Filmes"
"5951";"5951";"Gael Souza";"Ferramentas"
"5952";"5952";"Marcos Batista";"Música"
"5953";"5953";"Samuel Barros";"Automotivo"
"5954";"5954";"Marina Santos";"Filmes"
"5955";"5955";"Clara Carvalho Jr.";"Industrial"
"5956";"5956";"Warley Barros";"Casa"
"5957";"5957";"Carlos Costa";"Industrial"
"5958";"5958";"Deneval Oliveira";"Brinquedos"
"5959";"5959";"Elisa Souza Jr.";"Casa"
"5960";"5960";"Bryan Moreira Jr.";"Roupas"
"5961";"5961";"Júlio César Silva";"Ferramentas"
"5962";"5962";"Dra. Sílvia Nogueira";"Jardim"
"5963";"5963";"Breno Martins Jr.";"Eletrônicos"
"5964";"5964";"Heloísa Carvalho";"Industrial"
"5965";"5965";"Esther Braga";"Automotivo"
"5966";"5966";"Tertuliano Xavier Neto";"Automotivo"
"5967";"5967";"Antonella Pereira";"Casa"
"5968";"5968";"Felícia Souza";"Filmes"
"5969";"5969";"Talita Santos";"Turismo"
"5970";"5970";"Sirineu Martins";"Computadores"
"5971";"5971";"Lavínia Xavier";"Sapatos"
"5972";"5972";"Marcela Melo";"Beleza"
"5973";"5973";"Leonardo Santos";"Brinquedos"
"5974";"5974";"Antônio Franco";"Esportes"
"5975";"5975";"Liz Moraes";"Beleza"
"5976";"5976";"Lavínia Melo";"Crianças"
"5977";"5977";"Júlio César Melo";"Casa"
"5978";"5978";"Srta. Manuela Silva";"Beleza"
"5979";"5979";"Frederico Albuquerque";"Filmes"
"5980";"5980";"Heloísa Carvalho";"Jóias"
"5981";"5981";"Arthur Costa";"Bebê"
"5982";"5982";"Mariana Santos";"Filmes"
"5983";"5983";"Dra. Alice Saraiva";"Sapatos"
"5984";"5984";"Gúbio Souza";"Brinquedos"
"5985";"5985";"Deneval Carvalho";"Ferramentas"
"5986";"5986";"Hélio Silva";"Turismo"
"5987";"5987";"Margarida Carvalho Neto";"Sapatos"
"5988";"5988";"Maria Alice Moreira";"Livros"
"5989";"5989";"Sirineu Silva";"Jardim"
"5990";"5990";"Lucas Moraes";"Roupas"
"5991";"5991";"Giovanna Macedo";"Sapatos"
"5992";"5992";"Dr. Miguel Silva";"Filmes"
"5993";"5993";"Eloá Moraes";"Industrial"
"5994";"5994";"Karla Santos";"Filmes"
"5995";"5995";"Isabela Costa";"Ferramentas"
"5996";"5996";"Giovanna Reis";"Sapatos"
"5997";"5997";"Isabel Albuquerque";"Industrial"
"5998";"5998";"Raul Nogueira";"Computadores"
"5999";"5999";"Lucca Albuquerque";"Computadores"
"6000";"6000";"Bruna Souza";"Beleza"
"6001";"6001";"Ofélia Martins";"Eletrônicos"
"6002";"6002";"Elísio Melo";"Crianças"
"6003";"6003";"Felícia Souza";"Jardim"
"6004";"6004";"Eduarda Reis";"Turismo"
"6005";"6005";"Pedro Santos";"Industrial"
"6006";"6006";"Morgana Batista";"Bebê"
"6007";"6007";"Nataniel Carvalho";"Mercearia"
"6008";"6008";"Carla Costa";"Saúde"
"6009";"6009";"Eduardo Silva";"Jardim"
"6010";"6010";"Cecília Albuquerque";"Jardim"
"6011";"6011";"Sarah Costa";"Saúde"
"6012";"6012";"Félix Saraiva";"Saúde"
"6013";"6013";"Rafael Martins";"Brinquedos"
"6014";"6014";"Vitória Carvalho";"Sapatos"
"6015";"6015";"Samuel Albuquerque";"Jardim"
"6016";"6016";"Sílvia Macedo";"Livros"
"6017";"6017";"Núbia Pereira";"Ferramentas"
"6018";"6018";"Alexandre Batista";"Roupas"
"6019";"6019";"Isaac Santos";"Jardim"
"6020";"6020";"Dra. Marli Xavier";"Computadores"
"6021";"6021";"Cauã Batista Jr.";"Beleza"
"6022";"6022";"Noah Santos";"Turismo"
"6023";"6023";"Suélen Reis";"Bebê"
"6024";"6024";"Vitor Saraiva";"Livros"
"6025";"6025";"Giovanna Braga";"Eletrônicos"
"6026";"6026";"Emanuel Braga";"Beleza"
"6027";"6027";"Alice Albuquerque";"Roupas"
"6028";"6028";"Fábio Silva";"Saúde"
"6029";"6029";"Yango Macedo";"Música"
"6030";"6030";"Paulo Silva";"Roupas"
"6031";"6031";"Cauã Macedo Jr.";"Ferramentas"
"6032";"6032";"Heloísa Barros";"Jardim"
"6033";"6033";"Júlia Oliveira";"Filmes"
"6034";"6034";"Salvador Silva";"Industrial"
"6035";"6035";"Lívia Souza";"Casa"
"6036";"6036";"Enzo Melo";"Casa"
"6037";"6037";"Vitória Costa Filho";"Música"
"6038";"6038";"Natália Braga";"Filmes"
"6039";"6039";"Pedro Xavier";"Sapatos"
"6040";"6040";"Joana Barros";"Sapatos"
"6041";"6041";"Ana Júlia Xavier";"Jóias"
"6042";"6042";"Noah Braga";"Jogos"
"6043";"6043";"Liz Braga";"Mercearia"
"6044";"6044";"Sr. Bernardo Martins";"Ferramentas"
"6045";"6045";"Breno Franco";"Jogos"
"6046";"6046";"Kléber Batista";"Computadores"
"6047";"6047";"Sr. João Miguel Carvalho";"Mercearia"
"6048";"6048";"Dra. Fabrícia Moraes";"Livros"
"6049";"6049";"Mariana Santos";"Mercearia"
"6050";"6050";"Enzo Gabriel Batista";"Esportes"
"6051";"6051";"Pedro Nogueira Jr.";"Livros"
"6052";"6052";"Maria Júlia Braga";"Roupas"
"6053";"6053";"Lucas Saraiva";"Música"
"6054";"6054";"Miguel Moreira";"Mercearia"
"6055";"6055";"Janaína Santos";"Jogos"
"6056";"6056";"Aline Franco Filho";"Filmes"
"6057";"6057";"Maria Clara Carvalho";"Beleza"
"6058";"6058";"Marcos Moreira";"Computadores"
"6059";"6059";"Lívia Costa";"Bebê"
"6060";"6060";"Alessandra Santos";"Eletrônicos"
"6061";"6061";"Clara Saraiva Neto";"Automotivo"
"6062";"6062";"Luiza Braga";"Automotivo"
"6063";"6063";"Guilherme Batista";"Industrial"
"6064";"6064";"Vitor Santos";"Jogos"
"6065";"6065";"João Pedro Moreira";"Mercearia"
"6066";"6066";"Júlio Souza";"Eletrônicos"
"6067";"6067";"Anthony Reis Neto";"Beleza"
"6068";"6068";"Júlio César Santos";"Casa"
"6069";"6069";"Maria Alice Oliveira Filho";"Beleza"
"6070";"6070";"Helena Silva";"Saúde"
"6071";"6071";"Caio Carvalho";"Roupas"
"6072";"6072";"Caio Albuquerque";"Beleza"
"6073";"6073";"Maria Eduarda Macedo";"Filmes"
"6074";"6074";"Maria Helena Franco";"Brinquedos"
"6075";"6075";"Tertuliano Macedo";"Jardim"
"6076";"6076";"Natália Moraes Jr.";"Ferramentas"
"6077";"6077";"João Pedro Pereira";"Roupas"
"6078";"6078";"Dalila Pereira";"Casa"
"6079";"6079";"Frederico Santos";"Filmes"
"6080";"6080";"Sílvia Moreira Jr.";"Casa"
"6081";"6081";"Lucca Costa";"Jogos"
"6082";"6082";"Leonardo Oliveira";"Eletrônicos"
"6083";"6083";"Emanuel Melo";"Brinquedos"
"6084";"6084";"Marli Pereira";"Jardim"
"6085";"6085";"Sr. João Pedro Nogueira";"Casa"
"6086";"6086";"Alícia Carvalho";"Sapatos"
"6087";"6087";"Emanuelly Martins";"Turismo"
